name,author_id,snippet,link,source
Bum Jun Kim - Google 학술 검색,TuoyWi8AAAAJ,weblab.t.u-tokyo.ac.jp의 이메일 확인됨 - 홈페이지 · Deep Neural NetworksComputer VisionDeep LearningMachine Learning. 학술자료인용공개 액세스 ...,https://scholar.google.com/citations?user=TuoyWi8AAAAJ&hl=ko,Google Scholar
Seungwook Kim - Google 學術搜尋,kZ4AN54AAAAJ,"PhD Candidate, POSTECH (Pohang University of Science and Technology) / Research Intern @ Bytedance - ‪‪引用次數：308 次‬‬ - ‪Computer Vision‬",https://scholar.google.com/citations?user=kZ4AN54AAAAJ&hl=zh-TW,Google Scholar
Jaesik Park,_3q6KBIAAAAJ,"Accurate Depth Map Estimation From a Lenslet Light Field Camera. HG Jeon, J Park, G Choe, J Park, Y Bok, YW Tai, IS Kweon. Computer Vision and Pattern ...",https://scholar.google.com/citations?user=_3q6KBIAAAAJ&hl=en,Google Scholar
Dong Gyu Hwang - Google 학술 검색,wSiGTNkAAAAJ,... POSTECHpostech.edu의 이메일 확인됨. Donggyu KimPOSTECHpostech.ac.kr의 이메일 확인됨. Eunwoo ParkPohang University of Science and ...,https://scholar.google.com/citations?user=wSiGTNkAAAAJ&hl=ko,Google Scholar
Seunghoon Hong - Google 학술 검색,hvr3ALkAAAAJ,"Associate Professor, KAIST - ‪‪인용 횟수 12061번‬‬ - ‪Computer Vision‬ - ‪Machine Learning‬ - ‪Deep Learning‬ ... Suha KwakPOSTECHpostech.ac.kr의 이메일 확인됨.",https://scholar.google.com/citations?user=hvr3ALkAAAAJ&hl=ko,Google Scholar
Taesun Yeom - Google 학술 검색,JobmaFQAAAAJ,POSTECH - ‪‪인용 횟수 103번‬‬ - ‪Deep Learning‬,https://scholar.google.com/citations?user=JobmaFQAAAAJ&hl=ko,Google Scholar
Jae-Joon Kim,Ee994T0AAAAJ,... POSTECHVerified email at postech.ac.kr. Sang Phill ParkAmazon ... 2-bit-per-cell RRAM-based in-memory computing for area-/energy-efficient deep learning.,https://scholar.google.com/citations?user=Ee994T0AAAAJ&hl=en,Google Scholar
Chunghwan Jung - Google 학술 검색,1EXxUi8AAAAJ,... (POSTECH)postech.ac.kr의 이메일 확인됨. Jungho MunPohang University ... Deep Learning‐Driven Robust Glucose Sensing and Fruit Brix Estimation ...,https://scholar.google.com/citations?user=1EXxUi8AAAAJ&hl=ko,Google Scholar
Seyoung Kim,G99KBM8AAAAJ,"Hyunsang HwangPOSTECH, KoreaVerified email at postech.ac.kr ... Analog CMOS-based resistive processing unit for deep neural network training.",https://scholar.google.com/citations?user=G99KBM8AAAAJ&hl=en,Google Scholar
Sei Kwang Hahn,DeznU0MAAAAJ,"Professor of Materials Science and Engineering, POSTECH - ‪‪Cited by 17554‬‬ - ‪Biomaterials‬",https://scholar.google.com/citations?user=DeznU0MAAAAJ&hl=en,Google Scholar
